	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Adenoviridae|g__Mastadenovirus	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Inoviridae|g__Inovirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__T5likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__T4likevirus	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Serratia	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polyomaviridae|g__Polyomavirus	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Tunalikevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Retroviridae_noname	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Dysgonomonas	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Shigella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus
G78699	90.97885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.90991	0.0	0.0	0.0	4.25005	0.0	0.0
G80604	84.80095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0531	0.0	0.0	0.0	0.02291	0.0	0.0
G78518	55.09948000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01906	0.0	0.0	0.0	0.0	0.0	1.8871799999999999	0.0	0.0	0.04628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014819999999999998	0.0017399999999999998	0.006379999999999999	0.0
G80456	38.02495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3851799999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17577	0.0	0.0	0.0	0.0	0.40356	0.0	0.33376999999999996	5.47697	0.0	11.631260000000001	0.30805	0.0	0.0
G78677	68.27691999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61045	0.0	0.0
G78872	19.15919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00436	0.0	0.0	0.0	0.0	0.0	0.21085	0.0	0.0	0.015380000000000001	0.34715	0.0	0.0
G80335	0.6081300000000001	0.0	0.0	0.0	0.0	0.0	0.03545	0.01818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1519
G78768	2.71379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015319999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61204
G80352	1.8434599999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36204000000000003	0.0	0.00022999999999999998	0.0	0.0	0.14632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01365	0.0	0.0	1.00062	0.5169	0.0	0.0	0.0
G80314	3.37681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041530000000000004	0.0	0.0	0.0	0.0	0.00151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004229999999999999	0.00403	0.0	1.10873	0.24653000000000003	0.0	0.0	0.0
G80296	1.13953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00975	0.0	0.0	0.03077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73003	0.03755	0.08284	0.0	0.0
G80288	1.0999299999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02565	0.0	0.0	0.0	0.01644	0.0	0.0	0.0	0.0	0.0	0.0	0.33376999999999996	0.0	0.0	0.0	0.23769	0.02102	0.0	17.16822	0.033460000000000004
G78769	1.6652900000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07400000000000001	0.0	0.0	0.0
G80347	3.4601900000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07236000000000001	0.0	0.0	0.0	0.0	0.50713	0.0	0.0	0.0	0.0	0.03335	0.0	0.0	0.0	0.027760000000000003	0.0	0.004370000000000001	0.0	0.0	0.0	0.56711
G80283	10.53239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06437000000000001	0.0	0.0	0.0	0.0	0.02725	0.0	0.0	0.00365	0.0	0.0	0.0	0.07389	0.0	0.0	0.06625
G78838	0.79359	0.0	0.0	0.0	0.0	0.0	0.0	0.02062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05385	0.0	0.0	0.0	0.0	0.03197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00106	0.0	3.34164	0.56724	0.0	0.0	0.0
G80297	2.16201	0.0	0.0	0.0	0.0	0.0	0.00673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04815	0.0	0.0	0.0	0.00851	0.0	0.0	0.0	0.0	0.08694	0.0	0.0	0.0	0.0	0.0	0.03777	0.0	0.0	0.0	0.0	0.13774	0.11457	0.08482999999999999	0.0	0.07555
G78807	1.6207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00299	0.0	0.0	0.00812	0.0	0.0	0.0	0.0	0.0	0.19494	0.0	0.0	0.0	0.0	4.24599	0.16266	0.0	0.0	0.0
G80575	32.22374	0.009729999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029580000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03853	0.0	0.8830399999999999	0.0	0.0	0.008	0.27288	0.0	0.0
G78828	5.201169999999999	0.22228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7246100000000001	0.0	0.0	0.029689999999999998	0.0	0.0	0.0	0.09462000000000001	0.0	0.0	0.0	0.0	0.00996	0.0	25.63653	0.0	0.40325	0.0	0.0	0.007540000000000001	0.0	0.0	0.03313
G80411	7.35606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38656	0.0	0.0	0.0	0.0	0.0	0.0	0.0178	0.0	0.0	0.0	0.0	0.0	0.0	0.18753	0.0	0.056139999999999995	0.0	0.0	0.0	0.0	0.0	0.45056
G80516	48.9898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01882	0.015309999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00457	0.0	0.0	0.0	0.0	0.0017	0.0	0.20715999999999998	0.0	0.0
G69162	88.14631999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4969299999999999	0.0	0.0	0.0	0.016630000000000002	0.0	0.0
G69161	94.04500999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00345	0.00133	0.0	0.0	0.0	0.00827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010400000000000001	0.0	2.72525	0.0	0.0	0.0	2.12245	0.0	0.0
G69163	20.96941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63537	0.0	0.0	0.18557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.23215	0.0	0.0	8.531889999999999	0.07327	0.0	0.0
G80545	15.46471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11358	0.00323	0.0	0.0	0.71333	0.0	0.0	0.0	0.0	0.0	0.1284	0.36962	0.00787	0.0	0.0	1.18334	0.15349000000000002	0.12124000000000001	0.0	0.0
G80437	4.3253900000000005	0.0	0.0	0.0	0.0	0.0	2.1132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02259	0.0	0.0	0.0	0.0	0.01188	0.0	0.0	0.00607	0.0	0.0	1.94177	0.36763	0.0	0.0	0.0
G78835	3.7873699999999997	0.0	0.0	0.0	0.0	0.0	0.6240600000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01511	0.0	0.0	0.0	0.0	0.00801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24249	0.0	0.0	2.6218	0.0
G78740	3.27307	0.0	0.0	0.0	0.0	0.0	0.0	0.014509999999999999	0.0	0.0	0.0	0.00065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00475	0.0046	0.0	0.0	0.13782	0.0	0.0	0.0	0.0	0.0	0.0	0.0204	0.0	0.031760000000000004	0.0	0.00033	0.35088	0.07707	0.0	0.08395
G78741	10.10891	0.0	0.0	0.0	0.0	0.0	0.0	3.0136700000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02965	0.10255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01139	1.68822	0.0	0.0	1.7564099999999998	0.0	0.0	0.09523
G80271	12.12097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25713	0.0	0.0	0.0	0.0	0.99477	0.016390000000000002	0.0	0.0
G69182	1.26492	0.0	0.0	0.0	0.0	0.0	0.00938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013280000000000002	0.0	0.0	0.0	0.0	0.02707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029930000000000002	0.0	3.36496	0.01976	0.0	0.0	0.02648
G78553	2.27726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25182	0.0	0.0	0.0	0.0	0.0	0.0	0.01107	0.00677	0.09125	0.0	0.0	4.22543	0.0	0.0	0.0
G80290	0.47236999999999996	0.0	0.0	0.0	0.0	0.0	0.00613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03472	0.0	0.0	0.0	0.0	0.0086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016699999999999998	0.0	2.83714	0.04766	0.0	0.0	0.0262
G78572	0.6781699999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009699999999999999	0.0	0.0	0.9226200000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00564	0.0	0.0	0.87771	0.50873	0.0	0.0
G69199	6.20481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037360000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18237	0.0	0.0	0.0	3.34755	0.1693	0.0	0.0
G80363	2.99215	0.0	0.0	0.0	0.0	0.0	0.46248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16557	0.0	0.0	0.1447
G80577	0.23317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09515	0.0	0.0	0.0	0.0	0.0	0.0	0.01525	0.0	0.0	0.0	0.0	0.0	0.94915	0.0	7.19605	0.0	0.0	0.0	8.08211	0.0	0.0
G69157	52.32797	0.0	0.0	0.0	0.0	0.0	0.022580000000000003	0.0	0.0	0.0	0.0	0.10590999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.00366	0.0	0.0	0.0	0.0	0.0	0.03244	0.0042	0.0	0.0	0.0	0.0	0.0	0.0	0.02391	10.09942	0.0	0.20542	0.03045	9.21767	0.0	0.016819999999999998
G78841	0.00524	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0	0.0	0.0	0.02572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25563	0.0	0.0	0.0	0.0	0.009470000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.00271	0.01325	0.0	0.0	0.0	2.86252	0.0	0.0
G78783	89.15155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12489000000000001	0.00672	0.0187	0.0	0.0	0.0	0.00718	0.0	0.0
G78784	91.84631999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11445999999999999	0.0	0.035339999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G69204	2.00545	0.0	0.0	0.0	0.0	0.0	0.26486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00228	0.0	0.0	0.0	0.06636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4639799999999998	0.0105	0.0	0.0	0.014480000000000002
G80293	4.3108699999999995	0.0	0.0	0.0	0.0	0.0	0.26099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02765	0.0	0.0	0.0	0.0	0.07234	0.0	0.0	0.0	0.0	0.02172	0.0	0.0	0.00442	0.0	0.0	0.36927	0.0129	0.0	0.0	0.18912
G80624	1.8313599999999999	0.0	0.0	0.0	0.0	0.0	0.00298	0.0	0.0	0.0	0.0	0.018330000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015400000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.19443	0.0	0.45881000000000005	0.0	0.04784	0.06197999999999999	0.20478	0.0	0.0012
G80584	3.35174	0.34862	0.0	0.0	0.0	0.0	4.62004	0.0099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2455	0.0	0.0	0.0	0.0	0.0	0.0	0.03784	0.00636	0.0	0.0	0.0	0.06196	0.0	0.0	0.0
G78833	5.04776	0.00405	0.0	0.0	0.0	0.0	1.33162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30629	0.0	0.03159	0.0	0.0	0.00868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34874	0.0	0.0	0.0
G78609	1.7538799999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00598	0.0	0.0	0.01259	0.0	0.0	0.0	0.0	0.0	0.9123600000000001	0.0	0.0	0.0	0.0	0.63279	0.23313000000000003	0.0	1.252	0.0
G78581	9.51481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013890000000000001	0.0	0.0037799999999999995	0.0	0.0	0.023809999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.83145	0.014159999999999999	0.15524000000000002	1.58515	0.0
G78610	9.95548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01425	0.0	0.0	0.23451999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06642	0.2088	0.01817	2.32249	0.0
G78804	1.26737	0.0	0.0	0.0	0.0	0.0	0.42011000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03721	0.0	0.0	0.0	0.0	0.02922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80424	1.55785	0.0	0.0	0.0	0.0	0.0	0.40102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03475	0.0	0.0	0.0
G78580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00825	0.038169999999999996	0.0	0.0	1.45268	0.0	0.0	0.0
G80514	47.09382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01188	0.0	0.0	0.0	0.0	0.63376	0.0	0.0	0.0	0.0	0.00565	0.050769999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.37328	0.0	0.042589999999999996	0.0	0.0	0.0	0.0	0.0	0.0
G80485	3.08909	0.0	0.0	0.0	0.0	0.0	0.02658	0.01166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00337	0.0	0.0	0.07468999999999999	0.0	0.0	0.0	0.0	0.0	20.49794	0.0	0.06317	0.0	0.0	0.0	1.8008	0.18838	0.0	0.0
G78550	4.45969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9782799999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02251	0.40495	0.0	0.0	0.0
G78495	0.75167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012459999999999999	0.0	0.0	0.0	0.0	0.0	0.02611	0.017519999999999997	0.0	0.0	0.0	11.06754	0.0	0.0	0.0	0.0
G69164	7.29352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74775	0.0	0.0	0.0	0.0	0.0	0.07994	0.19552	0.0	0.13871	0.0	2.3823	0.2586	0.01964	0.0	0.0
G80571	13.80461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2759	0.0	0.1647	0.0	0.0	0.0	72.63807	0.0	0.0
G80298	3.77198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0147	0.05981	0.0	0.0	0.0	0.0	0.0145	0.01964	0.0	0.011179999999999999	0.0	0.0	11.500160000000001	0.26705999999999996	0.004370000000000001	0.0	0.0
G78676	19.22485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15584	0.0	0.0	0.0
G78876	31.920140000000004	0.0	0.0	0.0	0.06481	0.0	0.0	0.0	0.0	0.0	0.0	0.00116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4246	0.0	0.0	0.0
G80612	17.35624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05218	0.0	0.0	0.0	0.0	0.5392899999999999	0.0	0.0	0.0
G78623	4.6186300000000005	0.00379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00088	0.0	0.0	0.00746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02147	0.0	0.0	0.0	0.0	0.0	0.0	0.617
G80360	2.37005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9310700000000001	0.0	0.0	0.0	0.07658
