	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Adenoviridae|g__Mastadenovirus	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Inoviridae|g__Inovirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__T5likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__T4likevirus	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Serratia	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polyomaviridae|g__Polyomavirus	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Tunalikevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Retroviridae_noname	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Dysgonomonas	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Shigella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus
G80621	0.14620999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.86894	0.02503	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80461	0.35425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009009999999999999	0.0	0.0	0.37095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036299999999999995	0.017769999999999998	0.0	0.0	0.68482	0.0	0.0	0.0
G80328	45.60325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018100000000000002	0.0	0.02251	0.0	0.06348999999999999	0.0	0.02638	0.0	0.0	0.0	0.0	0.07708	0.0	0.0	0.02393	1.079	0.04809	0.0040100000000000005	0.02364	0.0	4.35318	0.0	0.0	0.0	6.89894	0.0	0.9031399999999999
G78822	1.7123599999999999	0.01083	0.0	0.0	0.0	0.0	0.059410000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.899719999999999	0.225	0.0	0.0	0.0
G78488	0.08546000000000001	0.0	0.0	1.37629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.421360000000001	0.0	0.0	0.0	0.01385	0.0	0.0	0.0	0.0	0.0	0.0	0.06095	0.029060000000000002	0.0	0.0	67.16758	0.0	0.0	0.0	0.0
G78820	15.2586	0.0	0.0	0.0	0.0	0.0	0.00675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04477	0.0	0.0	0.0	0.0	0.0	0.0	0.02743	0.0	0.0	0.0	0.0	0.21898	0.17239000000000002	0.0	0.0
G78821	9.76333	0.01853	0.0	0.0	0.0	0.0	0.0291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02506	0.0	0.0	0.03336	0.0	0.0	0.0	0.0	0.0	0.0	0.008190000000000001	0.0	0.0	0.0	0.00234	0.10604000000000001	0.0	0.0	0.0
G78490	1.36643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4088	0.0	0.0	0.9610299999999999	1.1364100000000001
G78489	0.90148	0.0	0.0	0.0	0.0	0.0	0.036019999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00318	0.0	0.0	0.0	0.0	0.06012000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45824	0.0	0.0	0.0	1.44556
G78840	28.52504	0.0	0.0	0.0	0.0	0.0	0.06454	0.0	0.0	0.0	0.0	0.0034700000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00822	0.0	0.0	0.03456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01846	0.0	0.0	0.0	0.46613000000000004	0.0	0.0
G78819	20.58124	0.0	0.0	0.0	0.0	0.0	0.00793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22274000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05752	0.0	0.0	0.0	0.0	0.0	0.0	4.2045	0.0	0.0050100000000000006	0.0	0.0	0.0	0.00434	0.0	0.0
G78645	36.25029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.277220000000002	0.0	0.0	0.0	0.0	0.0	0.056720000000000007	0.0010400000000000001	0.0	0.0	0.20401	0.0	0.0	0.0	0.0	0.0	0.0	2.75208	0.0	0.0	0.0	0.0	0.08183	0.0	0.0	0.0
G69180	12.34788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13593	0.0	0.0	0.0	0.0	0.07982	0.0	0.0	0.0	0.2511	0.0	0.0	0.0	0.0	0.0	0.0	0.24376	0.0	0.0	0.0	0.0	0.63352	0.0	0.0	0.0
G78644	65.2725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07837000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00503	0.0	0.0	0.6744600000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.043269999999999996	0.01227	0.63893	0.0	0.0	12.68673	0.0	0.0	0.0
G78680	54.88848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026310000000000004	0.0	0.04185	0.20614000000000002	0.0	0.0	0.0
G78879	1.68503	0.59111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026	0.0	0.0	0.13635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2364	0.0	0.0	0.0
G78773	0.16985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03796	0.0	0.0	0.038310000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32650999999999997	0.0	0.0	0.0
G78674	27.866329999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0318	0.0	0.014219999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02748	0.0	0.07697000000000001	0.0	0.0	0.0	0.08881	0.0	0.0
G78673	4.64684	0.0	0.0	3.03628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15531	0.0	0.0	0.0	0.0	7.99803	0.0	0.0	0.0	0.0021899999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.04797	0.0	0.0	0.0	61.43479	0.0	0.0	0.0	0.0
G78878	0.11217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9843200000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52889	0.00073	0.0	0.0
G80532	11.66127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00307	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.10758	0.004379999999999999	0.0023899999999999998	0.0	0.0	0.0	0.0005200000000000001	0.0	0.0
G80419	1.56358	0.0	0.0	0.0	0.0	0.0	0.14219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01944	0.0	0.0	0.0	0.006840000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08753999999999999	0.0	0.0	0.0
G78593	24.89893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00093	0.0	0.0	0.00829	0.0	0.0	0.0	0.0	0.0	0.053610000000000005	0.06269	0.0	0.0	0.0	0.0	0.08835	0.0	0.0	0.02241
G78829	11.00052	0.0	0.0	0.0	0.0	0.0	0.00329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01142	0.0	0.0	0.02528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026619999999999998	0.0	0.0016300000000000002	0.0	0.0
G78592	42.952420000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14841	0.00598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02085	0.0	0.0	0.0	0.0	0.39584	1.79377	0.0	0.0
G78679	14.712570000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33838	0.0	0.0	0.0	0.0	0.0	0.14597000000000002	0.0	0.0
G78877	14.051779999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03007	0.0	0.036930000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G69185	2.3885	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029100000000000003	0.0	0.0	0.0	0.0	0.05105	0.0	0.0	0.0	0.0	0.0	0.02029	0.0	0.00861	0.0	0.0	0.14022	0.12951	0.0902	0.0	0.0829
G78669	2.6550700000000003	0.0	0.0	0.0	0.0	0.0	0.11731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00642	0.0	0.0	0.0	0.0	0.03234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061029999999999994	0.10314000000000001	0.0	0.09237000000000001
G78531	11.355210000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20182	1.9346599999999998	0.0	0.0	0.06579	0.0	0.0	0.0	0.0	0.0	0.0	0.92153	0.0	0.25461999999999996	0.0	0.0414	2.55766	0.0	0.0	0.0
G69219	0.8553	0.0	0.0	0.0	0.0	0.0	0.07382000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.11667	0.0	0.09833	0.0	0.0
G69155	6.39912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05186	0.23383	0.0	0.0	0.21678000000000003	0.0	0.0	0.0	0.0	0.0	0.016309999999999998	0.01294	0.00418	0.0	0.0	0.0	0.36849	0.0	0.0	0.0
G80517	16.269270000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01132	0.0	0.0	0.0	0.0	0.0	0.0
G78511	5.43449	0.0156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03227	0.0	0.0	0.12374	0.0	0.0	0.0	0.0	0.0	2.31636	0.0	0.0	0.0	0.0	0.09764	0.0	0.0	3.6526300000000003	0.09396
G80312	28.50957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00049	0.0	0.0	0.0	0.35984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07534	0.0	0.00315	0.0	4.9179699999999995	0.0	0.0
G78526	21.19799	0.0	0.0	0.0	0.0	0.0	0.20689000000000002	0.007109999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0158	0.0	0.0	0.00619	0.0	0.0	0.0	0.0	0.0	0.0	0.00547	0.0366	0.0	0.0	0.00434	0.13851	0.0	0.0	0.0
G80406	32.305859999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10494	0.03544	0.00455	0.20413	0.0	0.0	0.37738	0.19474	0.0	0.0
G78857	14.264439999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03429	0.0	0.0	0.0	0.0	0.13569	0.0	0.0	0.0	0.0	0.0	2.72105	0.0	0.0	0.0	0.0	0.6028100000000001	0.00252	0.0	0.0	0.0
G78660	6.9931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.05224	0.0	0.0
G80158	17.05119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.65012	0.0	0.0	0.0	0.0	0.00718	0.0	0.0	0.0028699999999999997	0.0	0.0	0.0004	0.65327	0.0	0.0	0.0	2.05944	0.0	0.0	0.0	3.45528	0.0	0.00243	0.010209999999999999	0.62641	0.0	1.0735700000000001
G78885	0.36889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4478	0.0	0.0	0.13659000000000002	0.0043	0.0	0.0	0.10113	0.0	0.0	0.0	0.0	0.0	0.06621	0.4673	0.0	0.0	0.0	0.0	0.12297999999999999	0.0	0.0	0.0
G78714	3.3178300000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3609400000000003	0.0	0.0	0.0	0.01149	0.0	0.0	0.0026100000000000003	0.0	0.0	0.0	0.0	0.0	0.09312000000000001	0.0	0.0	0.0	0.0	0.0	0.047560000000000005	0.0	0.0	0.0
G80384	2.74071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.652480000000001	0.0	0.0	0.07107000000000001	0.0	0.0	0.0	0.007109999999999999	0.0	0.009729999999999999	0.0	0.0	0.0	0.026860000000000002	0.38391	0.0	0.0	0.0	0.0	0.37437	0.0	0.0	0.0
G80505	43.05858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07455	0.0	0.0	0.10847000000000001	0.0	0.0	0.0	0.0	0.0	0.08641	0.0	0.0264	0.0	0.0	0.0	0.18206	0.0	0.0	0.0
G78858	4.93634	0.00234	0.0	0.0	0.0	0.0	0.00645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004070000000000001	0.0	0.0	0.0	0.0	0.01882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9847600000000001	0.0	0.0	1.29772	0.8192
G78598	7.20931	0.0	0.0	0.0	0.0	0.0	0.40560999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00207	0.0	0.0	0.0	0.0	0.04985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9294099999999998	0.0	0.12714	0.0	0.0
G78717	2.02743	0.0	0.0	0.0	0.0	0.0	0.18159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.0040100000000000005	0.0	0.0	0.007809999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26152	0.00575	0.0	0.0	0.0
G80465	2.44457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013980000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014740000000000001	0.01142	0.0	0.0353	0.0	0.0	0.0	0.0	0.0	0.0
G78718	5.37018	0.0	0.0	0.0	0.11456	0.0	0.43713	0.00998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00245	0.0	0.0019399999999999999	0.0	0.0	0.020659999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13537000000000002	0.0035	0.0	0.0	1.32522
G80606	16.19117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019100000000000002	0.0	0.00778	0.0	0.0	0.0	0.0	0.0	0.0	0.03075	0.0	0.0	0.0	0.0	0.0	0.0	0.01201	0.0	0.0	0.0	0.99564	0.0005	1.20405	0.0	0.0	0.00203	5.96159	0.0	0.0
G80348	51.95895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07443	0.0	0.0	0.10288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7182	0.0	0.0	0.0	0.49891	0.0	0.0	0.0	0.0	0.01196	0.0325	0.5834600000000001	0.01197	0.30929	0.0	0.33726999999999996	3.21352	0.01926	0.0	0.04772
G69205	56.48086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0835	0.0	0.0	0.0	5.17911	0.0	0.0
G78618	0.8613799999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4139800000000005	0.0	0.0063	1.1579	13.34545	0.0	0.0	0.01864	0.0	0.0	0.0	0.0	0.0	0.0	0.06867999999999999	0.0	0.0	0.0	0.01176	0.02785	0.0	0.96706	0.23722
G78824	7.429889999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.86131	0.0	0.0	0.09011	9.483889999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10845	0.03242	0.0	0.0	0.0	0.0	0.0	0.0	1.07768	0.0354
G78530	16.43736	0.0	0.01217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00607	0.33291	36.62082	0.0	0.0	0.10390999999999999	0.0	0.0	0.0	0.0	0.0	0.01649	0.026739999999999996	0.0	0.01505	0.0	0.0086	0.01043	0.0	0.0	0.17748
G80277	21.29491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02775	0.0	0.0	0.0	0.0	0.6764600000000001	0.8226899999999999	0.0	0.0	0.01261	0.0	0.0	0.0	0.0	0.0	0.0	1.8598599999999998	0.0	0.0	0.0	0.0	0.12529	0.0	0.0	0.00321
G80534	1.5739100000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03694	0.16434	0.0	0.0	0.0	0.47488	0.08799	0.0	0.0	0.16831
G69190	90.72733000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0141	0.39764	0.0	0.6403399999999999	0.0	0.0	0.0	3.9356699999999996	0.0	0.0
G78851	22.16701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024659999999999998	0.0	0.00488	0.0	0.0	0.25684	0.0	0.0	0.0	0.0	0.34643	0.0	0.0	0.011009999999999999	0.0	0.0	2.16838	0.0	0.2991	0.0	1.41848
G78850	7.821039999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02545	0.0	0.013590000000000001	0.0	0.0	0.16892000000000001	0.0	0.0	0.0	0.0	0.47985	0.0	0.0	0.0	0.0	0.0	5.08511	0.06782	0.0	0.0	0.80533
G78815	75.64288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0048200000000000005	0.0	22.01795	0.0	0.0	0.0	1.5693	0.0	0.0
G69221	78.04643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15822	0.0	0.51156	0.0	0.0	0.15541	5.2965800000000005	0.0	0.0
G78650	77.43786999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6896899999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36452	0.0	0.0	0.0
G69234	85.63511	0.0	0.0	0.0	0.0	0.0	0.0	0.00411	0.0	0.0	0.0	0.0023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007490000000000001	0.0	0.0	0.011090000000000001	0.0	0.47316	0.0016300000000000002	0.0	0.0	0.0	0.0	0.0	0.3585	0.0	0.0	0.11148
